location,date,ave_temperature,max_temperature
722,2013-04-13,11.9,20.4
722,2013-04-14,11.3,17.2
722,2013-04-15,11.6,21.3
722,2013-04-16,19.4,24.9
722,2013-04-17,17.9,22.1
722,2013-04-18,13,18.5
722,2013-04-19,11,18
722,2013-04-20,7,10
722,2013-04-21,9.2,15
722,2013-04-22,11.6,20.6
722,2013-04-23,12.1,16.1
722,2013-04-24,12.6,18.7
722,2013-04-25,9.6,13.3
722,2013-04-26,11.4,17.9
722,2013-04-27,12,19.8
722,2013-04-28,17,22.2
722,2013-04-29,14.5,19.1
722,2013-04-30,12.6,20.8
722,2013-05-01,11.8,19.8
722,2013-05-02,13.1,18.7
722,2013-05-03,12.5,20.3
722,2013-05-04,14.1,21.1
722,2013-05-05,15.6,24
722,2013-05-06,16.4,25.8
722,2013-05-07,17.7,26.7
722,2013-05-08,18.9,28.3
722,2013-05-09,18,23.1
722,2013-05-10,15.1,17.1
722,2013-05-11,17.8,26
722,2013-05-12,20.1,26.4
722,2013-05-13,20.9,28.6
722,2013-05-14,20.7,27.8
722,2013-05-15,20.6,27.2
722,2013-05-16,20.7,27.2
722,2013-05-17,18.2,26.2
722,2013-05-18,18.9,25.2
722,2013-05-19,17.1,19
722,2013-05-20,16.8,20.8
722,2013-05-21,18.4,28.1
722,2013-05-22,21.7,29.5
722,2013-05-23,23.2,31.1
722,2013-05-24,23,31.9
722,2013-05-25,23.7,32.2
722,2013-05-26,22.2,26.2
722,2013-05-27,20.2,23.2
722,2013-05-28,20.3,22.5
722,2013-05-29,17.6,19.4
722,2013-05-30,19.6,27
722,2013-05-31,19.2,25.6
722,2013-06-01,19.4,23.6
722,2013-06-02,21.1,28.7
722,2013-06-03,22.4,28.8
722,2013-06-04,23.2,30.2
722,2013-06-05,23.7,31.1
722,2013-06-06,24.6,31.2
722,2013-06-07,24.3,30.2
722,2013-06-08,23.2,26.6
722,2013-06-09,24,28.8
722,2013-06-10,23.9,27
722,2013-06-11,23.2,27
722,2013-06-12,21,22.2
722,2013-06-13,22.7,26.5
722,2013-06-14,21.6,23.2
722,2013-06-15,24.4,30.2
722,2013-06-16,24,30.8
722,2013-06-17,24.3,29.3
722,2013-06-18,24.1,26
722,2013-06-19,24.3,28.9
722,2013-06-20,25.8,31.2
722,2013-06-21,25.7,31.7
722,2013-06-22,23.7,29.1
722,2013-06-23,21,24.7
722,2013-06-24,22.5,28.2
722,2013-06-25,21.4,25.3
722,2013-06-26,23.6,30.1
722,2013-06-27,23.5,28.3
722,2013-06-28,23.7,29.8
722,2013-06-29,25.3,31.5
722,2013-06-30,25.6,31.4
722,2013-07-01,26.1,31.3
722,2013-07-02,27.3,30.6
722,2013-07-03,24.7,26.8
722,2013-07-04,24.6,27.6
722,2013-07-05,23.8,25.5
722,2013-07-06,24.9,29.7
722,2013-07-07,24.1,25.9
722,2013-07-08,26.4,29.7
722,2013-07-09,26.6,30.1
722,2013-07-10,27,31
722,2013-07-11,27.2,31.8
722,2013-07-12,26.9,31.8
722,2013-07-13,28.3,32.7
722,2013-07-14,27.7,31.1
722,2013-07-15,27.8,31.3
722,2013-07-16,27.9,31.7
722,2013-07-17,26.9,30.5
722,2013-07-18,27.1,32.3
722,2013-07-19,27.6,33
722,2013-07-20,27.9,32.6
722,2013-07-21,27.7,31.5
722,2013-07-22,27.9,31.9
722,2013-07-23,26.2,28.7
722,2013-07-24,25.8,28.7
722,2013-07-25,26.2,32
722,2013-07-26,27.3,32.7
722,2013-07-27,26.9,31.2
722,2013-07-28,28.1,31.8
722,2013-07-29,26.4,28.3
722,2013-07-30,28.5,34.4
722,2013-07-31,27.8,31.6
722,2013-08-01,29,33.4
722,2013-08-02,28.1,31.3
722,2013-08-03,27.3,29.8
722,2013-08-04,27.9,31.7
722,2013-08-05,27.4,30.7
722,2013-08-06,28.8,34.2
722,2013-08-07,29.8,35.9
722,2013-08-08,29.7,35.3
722,2013-08-09,30,35.3
722,2013-08-10,29.8,35.3
722,2013-08-11,30,36.4
722,2013-08-12,29.2,35.1
722,2013-08-13,28.2,34.6
722,2013-08-14,28.3,34.3
722,2013-08-15,28.8,33.9
722,2013-08-16,28.7,35.1
722,2013-08-17,28.8,34.9
722,2013-08-18,29.6,35.8
722,2013-08-19,29.8,34.8
722,2013-08-20,29.7,36.4
722,2013-08-21,30.2,35.6
722,2013-08-22,29.3,34.9
722,2013-08-23,25.9,28.4
722,2013-08-24,24.7,25.5
722,2013-08-25,25.9,31.9
722,2013-08-26,25.6,30.7
722,2013-08-27,25.4,31.4
722,2013-08-28,26.1,30.9
722,2013-08-29,25.2,30.6
722,2013-08-30,24.6,29
722,2013-08-31,23.4,29.1
722,2013-09-01,23.7,30.3
722,2013-09-02,23.2,29.3
722,2013-09-03,21.2,24.3
722,2013-09-04,21.9,27.9
722,2013-09-05,20.4,24.6
722,2013-09-06,18.1,20.4
722,2013-09-07,20.8,25.8
722,2013-09-08,21.8,28.5
722,2013-09-09,22.4,28.7
722,2013-09-10,23.3,28.7
722,2013-09-11,23.3,27.1
722,2013-09-12,22.1,24.6
722,2013-09-13,25.6,30.3
722,2013-09-14,22.7,26
722,2013-09-15,24.3,29.7
722,2013-09-16,21.5,28.1
722,2013-09-17,22,29.6
722,2013-09-18,23.9,31.9
722,2013-09-19,23.2,29.7
722,2013-09-20,23.2,29.7
722,2013-09-21,23.8,31.1
722,2013-09-22,24.4,30.6
722,2013-09-23,23.5,30.1
722,2013-09-24,22.9,28.5
722,2013-09-25,19.2,24.3
722,2013-09-26,18.4,23.1
722,2013-09-27,18,25.3
722,2013-09-28,20.5,24.5
722,2013-09-29,21.2,22.9
722,2013-09-30,22.3,28.2
722,2013-10-01,22.2,28.3
722,2013-10-02,19.2,24.7
722,2013-10-03,17.3,23.5
722,2013-10-04,17.1,26.6
722,2013-10-05,18.1,25.9
722,2013-10-06,21.6,26.5
722,2013-10-07,24,29.5
722,2013-10-08,21.3,23.5
722,2013-10-09,20.1,22.6
722,2013-10-10,20.2,22.3
722,2013-10-11,18.6,23.1
722,2013-10-12,16.6,23.7
722,2013-10-13,16.9,26.2
722,2013-10-14,18.4,26.4
722,2013-10-15,16.5,20.5
722,2013-10-16,12.2,17.6
722,2013-10-17,11.9,19
722,2013-10-18,14.1,22.3
722,2013-10-19,15.2,22.1
722,2013-10-20,15.8,23.3
722,2013-10-21,14.8,22.2
722,2013-10-22,15.7,22.8
722,2013-10-23,15.9,23.7
722,2013-10-24,14.8,21.2
722,2013-10-25,11.6,16.9
722,2013-10-26,11.2,15.4
722,2013-10-27,10.5,18.7
722,2013-10-28,10.8,17.9
722,2013-10-29,12.3,20.9
722,2013-10-30,12.6,18.2
722,2013-10-31,13.2,20.9
722,2013-11-01,15.9,22.4
722,2013-11-02,16.6,20.1
722,2013-11-03,14.5,19.9
722,2013-11-04,12,17.4
722,2013-11-05,12.1,20
722,2013-11-06,14.5,19.7
722,2013-11-07,12.7,18.9
722,2013-11-08,10.7,18
722,2013-11-09,14.2,17.1
722,2013-11-10,10.1,17
722,2013-11-11,6.9,9.6
722,2013-11-12,7.1,11
722,2013-11-13,6.5,12.8
722,2013-11-14,6.5,11.2
722,2013-11-15,9.6,14.7
722,2013-11-16,8.2,15.4
722,2013-11-17,8,11.4
722,2013-11-18,2.3,5.1
722,2013-11-19,4.7,7.8
722,2013-11-20,4.5,7.9
722,2013-11-21,4.9,10.2
722,2013-11-22,6,11.3
722,2013-11-23,6.7,12.3
722,2013-11-24,10.5,15.1
722,2013-11-25,7.8,12.2
722,2013-11-26,4.9,9.1
722,2013-11-27,3,6.9
722,2013-11-28,-.8,1.9
722,2013-11-29,1.8,5.9
722,2013-11-30,3,8.3
722,2013-12-01,4.4,11.1
722,2013-12-02,3.6,9.8
722,2013-12-03,5.1,10.9
722,2013-12-04,5.5,11.2
722,2013-12-05,4.9,8.7
722,2013-12-06,5.5,10
722,2013-12-07,3.2,10.6
722,2013-12-08,6.4,13.6
722,2013-12-09,8.6,14
722,2013-12-10,4.5,6.8
722,2013-12-11,2.7,4.4
722,2013-12-12,3.4,7.6
722,2013-12-13,.1,3.6
722,2013-12-14,1.7,6.8
722,2013-12-15,1.6,4.5
722,2013-12-16,1,4.1
722,2013-12-17,4.1,7.8
722,2013-12-18,5.7,12.2
722,2013-12-19,.2,4.1
722,2013-12-20,.6,1.8
722,2013-12-21,.4,3.4
722,2013-12-22,1.2,4.9
722,2013-12-23,2.3,5.7
722,2013-12-24,1.7,7.8
722,2013-12-25,.2,5.3
722,2013-12-26,1.3,5.2
722,2013-12-27,-.7,1.9
722,2013-12-28,-1.6,1.7
722,2013-12-29,-1.7,2.2
722,2013-12-30,2.9,8
722,2013-12-31,4.8,10.3
783,2013-01-01,-2.7,4.1
783,2013-01-02,-4.5,.9
783,2013-01-03,-9,-5.1
783,2013-01-04,-9.5,-2.2
783,2013-01-05,-6.6,1.7
783,2013-01-06,-3.9,1.8
783,2013-01-07,-5.7,1.8
783,2013-01-08,-3.8,3.8
783,2013-01-09,-5.4,-1.6
783,2013-01-10,-6.9,-1.3
783,2013-01-11,-4.8,3.9
783,2013-01-12,-1.7,7.2
783,2013-01-13,-2.3,3.9
783,2013-01-14,-2.8,5.5
783,2013-01-15,-3.5,5.8
783,2013-01-16,-1.2,3.3
783,2013-01-17,-2.3,.3
783,2013-01-18,-3.9,4.4
783,2013-01-19,-.7,6
783,2013-01-20,2.9,10.5
783,2013-01-21,6.5,7.8
783,2013-01-22,4.1,6.3
783,2013-01-23,2.5,4.1
783,2013-01-24,.2,4.2
783,2013-01-25,-2.8,.5
783,2013-01-26,-3.9,-.4
783,2013-01-27,-2.8,.1
783,2013-01-28,-1.8,5.7
783,2013-01-29,1.8,10.6
783,2013-01-30,4.5,14
783,2013-01-31,8.5,15.3
783,2013-02-01,10.7,15.5
783,2013-02-02,2.3,7.4
783,2013-02-03,-.3,3.3
783,2013-02-04,3.1,6.4
783,2013-02-05,1.6,4.8
783,2013-02-06,1.4,3.4
783,2013-02-07,-5.1,1.4
783,2013-02-08,-7.2,-2.3
783,2013-02-09,-4.8,1.6
783,2013-02-10,-1.8,5.3
783,2013-02-11,-1.7,4.1
783,2013-02-12,-1.5,2.3
783,2013-02-13,-.7,6.5
783,2013-02-14,2.2,9.1
783,2013-02-15,1.9,7.1
783,2013-02-16,-.5,6.1
783,2013-02-17,2,6.4
783,2013-02-18,3.2,5.7
783,2013-02-19,-.2,4.6
783,2013-02-20,-1.5,4.5
783,2013-02-21,-.1,7.5
783,2013-02-22,1,9.4
783,2013-02-23,-.3,6.5
783,2013-02-24,.9,9.7
783,2013-02-25,3.7,14.1
783,2013-02-26,6.9,11
783,2013-02-27,8.6,16.9
783,2013-02-28,9.9,20.6
783,2013-03-01,3.8,13.2
783,2013-03-02,.3,5.8
783,2013-03-03,-.4,7.8
783,2013-03-04,2.4,13.1
783,2013-03-05,3,14.9
783,2013-03-06,7.6,20.2
783,2013-03-07,8.5,15.6
783,2013-03-08,8.9,20.4
783,2013-03-09,14,27
783,2013-03-10,4.9,14.4
783,2013-03-11,4.8,16.9
783,2013-03-12,10.7,20.5
783,2013-03-13,6.3,14
783,2013-03-14,3.6,11.6
783,2013-03-15,5.7,15.7
783,2013-03-16,7.4,18.3
783,2013-03-17,8.8,17.2
783,2013-03-18,10.9,14
783,2013-03-19,13.6,20.9
783,2013-03-20,6.4,14
783,2013-03-21,2.8,11.7
783,2013-03-22,5.6,13.7
783,2013-03-23,8,17.9
783,2013-03-24,5.6,11.5
783,2013-03-25,3.4,8.3
783,2013-03-26,5.5,15.8
783,2013-03-27,10,19.3
783,2013-03-28,9.4,20.4
783,2013-03-29,7.1,14.3
783,2013-03-30,7.2,16
783,2013-03-31,8.8,16.4
783,2013-04-01,10.7,20.6
783,2013-04-02,6.2,8.8
783,2013-04-03,10,18.7
783,2013-04-04,13.5,24.9
783,2013-04-05,14.5,22.9
783,2013-04-06,8.4,14.5
783,2013-04-07,4,8.7
783,2013-04-08,6.9,17.5
783,2013-04-09,9.2,14.9
783,2013-04-10,5.1,10.1
783,2013-04-11,7,13.9
783,2013-04-12,5.8,13.7
783,2013-04-13,10.6,21.2
783,2013-04-14,10.4,17.9
783,2013-04-15,10.8,22.3
783,2013-04-16,18.4,25.5
783,2013-04-17,19.2,24.5
783,2013-04-18,13.5,20
783,2013-04-19,10.4,19.2
783,2013-04-20,6.7,9.2
783,2013-04-21,9.4,16.8
783,2013-04-22,11.5,21.9
783,2013-04-23,11.8,15
783,2013-04-24,13.2,19.5
783,2013-04-25,9.7,15
783,2013-04-26,11.9,19.6
783,2013-04-27,11.1,20.8
783,2013-04-28,17.7,25.4
783,2013-04-29,14.8,20.8
783,2013-04-30,12.3,22.4
783,2013-05-01,12.9,21.2
783,2013-05-02,12.5,20.6
783,2013-05-03,12.4,22.3
783,2013-05-04,14.6,22.3
783,2013-05-05,15,26
783,2013-05-06,15.9,28
783,2013-05-07,17.3,28.8
783,2013-05-08,18.7,30.4
783,2013-05-09,18.6,25.1
783,2013-05-10,15.3,18.3
783,2013-05-11,18.3,27.9
783,2013-05-12,20.4,28.9
783,2013-05-13,20.5,31.1
783,2013-05-14,20.5,30.3
783,2013-05-15,20.9,29.5
783,2013-05-16,21.6,29.6
783,2013-05-17,19.8,28.5
783,2013-05-18,19.4,26.4
783,2013-05-19,17.9,21.8
783,2013-05-20,17,21.8
783,2013-05-21,17.9,30.4
783,2013-05-22,21.9,31.6
783,2013-05-23,23.4,33.1
783,2013-05-24,23.2,33.9
783,2013-05-25,23.4,33.8
783,2013-05-26,23,28
783,2013-05-27,20.9,24.7
783,2013-05-28,21.3,23.6
783,2013-05-29,19,21.2
783,2013-05-30,20.1,28.8
783,2013-05-31,20,27.4
783,2013-06-01,20.3,25.4
783,2013-06-02,21.7,31.2
783,2013-06-03,23.3,31.4
783,2013-06-04,23.9,32.7
783,2013-06-05,24.6,33.4
783,2013-06-06,25.8,33
783,2013-06-07,24.6,33
783,2013-06-08,24.6,28.9
783,2013-06-09,25.4,32.1
783,2013-06-10,24,30
783,2013-06-11,22.1,27.1
783,2013-06-12,20.5,22.8
783,2013-06-13,22.2,26.9
783,2013-06-14,21.1,23.5
783,2013-06-15,23.6,30.6
783,2013-06-16,23,30.8
783,2013-06-17,23.9,29.6
783,2013-06-18,23.4,25.7
783,2013-06-19,23.9,29.3
783,2013-06-20,24.9,31.9
783,2013-06-21,25,32.6
783,2013-06-22,23.6,30.7
783,2013-06-23,20.1,23.1
783,2013-06-24,22.3,28.3
783,2013-06-25,21,25.4
783,2013-06-26,22.9,30.3
783,2013-06-27,23.4,28.6
783,2013-06-28,24.3,30.6
783,2013-06-29,24.6,32.2
783,2013-06-30,25.4,32.5
783,2013-07-01,26,32.6
783,2013-07-02,27.1,31.2
783,2013-07-03,24.3,26.5
783,2013-07-04,23.8,27.2
783,2013-07-05,22.6,24
783,2013-07-06,24.7,28.9
783,2013-07-07,23.5,25.7
783,2013-07-08,26.4,30.8
783,2013-07-09,26.9,31.1
783,2013-07-10,27.5,32.1
783,2013-07-11,27.9,33.2
783,2013-07-12,27.1,31.9
783,2013-07-13,27.8,33.7
783,2013-07-14,27.7,31.3
783,2013-07-15,28.1,33.2
783,2013-07-16,28.5,33.3
783,2013-07-17,26.5,29.6
783,2013-07-18,26.4,33
783,2013-07-19,26.8,33.5
783,2013-07-20,27.8,33.9
783,2013-07-21,27.5,31.4
783,2013-07-22,28.2,32.6
783,2013-07-23,26.2,29.6
783,2013-07-24,25.6,29.2
783,2013-07-25,25.6,31.7
783,2013-07-26,26.6,33.2
783,2013-07-27,25.7,31.5
783,2013-07-28,28.1,32.3
783,2013-07-29,25.9,28.6
783,2013-07-30,27.5,33.1
783,2013-07-31,27.4,30.3
783,2013-08-01,28.8,34.4
783,2013-08-02,28.9,32.1
783,2013-08-03,27.2,30.5
783,2013-08-04,27.8,32.8
783,2013-08-05,26.8,31.6
783,2013-08-06,28.5,35.2
783,2013-08-07,29.8,36.6
783,2013-08-08,29.7,36.5
783,2013-08-09,29.5,36.2
783,2013-08-10,29.5,35.3
783,2013-08-11,29.2,36.5
783,2013-08-12,28.3,35.2
783,2013-08-13,27.3,34.5
783,2013-08-14,27.5,34.8
783,2013-08-15,28.2,35.1
783,2013-08-16,28,34.9
783,2013-08-17,27.7,34.1
783,2013-08-18,28.2,36
783,2013-08-19,28.8,35.9
783,2013-08-20,28.3,35.8
783,2013-08-21,28.7,35.6
783,2013-08-22,27.6,35
783,2013-08-23,24.8,26.6
783,2013-08-24,24.2,25.5
783,2013-08-25,25.5,31.6
783,2013-08-26,24.9,31
783,2013-08-27,24.2,32.2
783,2013-08-28,25.4,32.1
783,2013-08-29,24.6,31.1
783,2013-08-30,24.1,29.7
783,2013-08-31,22.9,29.2
783,2013-09-01,22.6,29.6
783,2013-09-02,21,28.8
783,2013-09-03,18.3,24.9
783,2013-09-04,19.2,27.8
783,2013-09-05,19.5,24.1
783,2013-09-06,17.5,19.5
783,2013-09-07,19.8,26.1
783,2013-09-08,20.4,28.7
783,2013-09-09,21.1,29.3
783,2013-09-10,22.8,27.6
783,2013-09-11,21.5,27.3
783,2013-09-12,20.5,23.2
783,2013-09-13,24.6,30.9
783,2013-09-14,22,25.7
783,2013-09-15,22.7,28.8
783,2013-09-16,19.9,27.8
783,2013-09-17,20.4,29.8
783,2013-09-18,23.3,32.5
783,2013-09-19,22.3,30.1
783,2013-09-20,21.8,30.1
783,2013-09-21,22.1,30.9
783,2013-09-22,23.7,31
783,2013-09-23,23.6,30.7
783,2013-09-24,21.6,27.3
783,2013-09-25,18.3,24.7
783,2013-09-26,15.5,23.1
783,2013-09-27,16.2,25.1
783,2013-09-28,18.9,24.3
783,2013-09-29,20.4,21.9
783,2013-09-30,21.9,28.1
783,2013-10-01,21.4,28.5
783,2013-10-02,18.3,25
783,2013-10-03,14.8,24
783,2013-10-04,14.9,25.5
783,2013-10-05,17.1,26.2
783,2013-10-06,21.3,24.6
783,2013-10-07,23.5,29
783,2013-10-08,20.5,24.4
783,2013-10-09,19.8,25.1
783,2013-10-10,19.5,21.9
783,2013-10-11,16.6,22.8
783,2013-10-12,13.4,22.9
783,2013-10-13,13.7,25.9
783,2013-10-14,15.7,25.8
783,2013-10-15,14,19.5
783,2013-10-16,10,16.6
783,2013-10-17,9.7,18.2
783,2013-10-18,12.1,21.6
783,2013-10-19,13.5,21.9
783,2013-10-20,13.8,22.7
783,2013-10-21,12.3,21.8
783,2013-10-22,14.9,22.6
783,2013-10-23,14.7,23.8
783,2013-10-24,13,20.6
783,2013-10-25,9.8,15.3
783,2013-10-26,9.3,15.1
783,2013-10-27,7.9,18.3
783,2013-10-28,7.4,17.7
783,2013-10-29,9.2,20.6
783,2013-10-30,10.3,17.8
783,2013-10-31,11.6,20.1
783,2013-11-01,14.4,22.5
783,2013-11-02,14.5,18.1
783,2013-11-03,12.3,19.5
783,2013-11-04,9.5,17.8
783,2013-11-05,9.3,19.6
783,2013-11-06,12.2,19.2
783,2013-11-07,10.2,18.8
783,2013-11-08,6.5,16.6
783,2013-11-09,11.2,15.4
783,2013-11-10,8.5,15.2
783,2013-11-11,5.7,9.8
783,2013-11-12,4.3,10.2
783,2013-11-13,3,11.9
783,2013-11-14,3.5,9.2
783,2013-11-15,7.2,14.7
783,2013-11-16,5.5,14.6
783,2013-11-17,6.1,11.4
783,2013-11-18,1.1,4.5
783,2013-11-19,3.3,7.6
783,2013-11-20,2,7.6
783,2013-11-21,2.3,10.1
783,2013-11-22,2.7,10.7
783,2013-11-23,3.8,12.2
783,2013-11-24,8.7,13.4
783,2013-11-25,6.6,11.5
783,2013-11-26,2.4,8.6
783,2013-11-27,.6,3.3
783,2013-11-28,-2.1,2
783,2013-11-29,-.1,5.2
783,2013-11-30,-.2,6.8
783,2013-12-01,1.1,9.8
783,2013-12-02,.8,9
783,2013-12-03,2.4,10.3
783,2013-12-04,1.6,10.5
783,2013-12-05,1,6.3
783,2013-12-06,3.2,8.8
783,2013-12-07,.1,10.1
783,2013-12-08,3.3,12.6
783,2013-12-09,4.6,9.3
783,2013-12-10,3.3,5.9
783,2013-12-11,1.5,4.1
783,2013-12-12,2.6,6.8
783,2013-12-13,-1.5,2.1
783,2013-12-14,-1.2,6.2
783,2013-12-15,-1.9,3.8
783,2013-12-16,-1.8,2
783,2013-12-17,2.1,6.6
783,2013-12-18,4.2,10.9
783,2013-12-19,-.9,2.7
783,2013-12-20,-.8,.5
783,2013-12-21,-3.5,1.7
783,2013-12-22,-1.8,3.8
783,2013-12-23,-.7,5
783,2013-12-24,-2.2,6
783,2013-12-25,-2.5,3.8
783,2013-12-26,-1.1,4.5
783,2013-12-27,-2.4,.7
783,2013-12-28,-3.8,-.4
783,2013-12-29,-4.6,.7
783,2013-12-30,-1.3,6
783,2013-12-31,1.7,10.3
788,2013-01-01,-.5,5.1
788,2013-01-02,-3.1,1.3
788,2013-01-03,-6.6,-3.5
788,2013-01-04,-5.9,-.4
788,2013-01-05,-3.6,2.5
788,2013-01-06,-1.3,2.8
788,2013-01-07,-1.8,4
788,2013-01-08,-.6,5.9
788,2013-01-09,-3.2,.1
788,2013-01-10,-3.6,1.1
788,2013-01-11,-1.9,5.3
788,2013-01-12,.9,8.6
788,2013-01-13,-.5,4.6
788,2013-01-14,-.1,6.4
788,2013-01-15,-.7,6
788,2013-01-16,-.4,3.1
788,2013-01-17,-1.8,.6
788,2013-01-18,-2.1,4.5
788,2013-01-19,1.3,7.1
788,2013-01-20,4.2,11.2
788,2013-01-21,7.5,8.7
788,2013-01-22,4.3,6.5
788,2013-01-23,2.7,4.2
788,2013-01-24,1.3,4
788,2013-01-25,-2.3,.6
788,2013-01-26,-3.1,0
788,2013-01-27,-2.3,-.6
788,2013-01-28,-.8,6
788,2013-01-29,2.6,10.4
788,2013-01-30,5.6,13.9
788,2013-01-31,9.5,15.5
788,2013-02-01,11.2,15.2
788,2013-02-02,2.9,6.9
788,2013-02-03,1.2,5.9
788,2013-02-04,3.7,6.3
788,2013-02-05,2.4,4.8
788,2013-02-06,1.7,3.7
788,2013-02-07,-4.5,1.7
788,2013-02-08,-6.4,-1.8
788,2013-02-09,-3.1,1.9
788,2013-02-10,-1.1,5.3
788,2013-02-11,-1,4.5
788,2013-02-12,-.9,2.1
788,2013-02-13,.3,6.8
788,2013-02-14,3.1,9.6
788,2013-02-15,2.2,7.2
788,2013-02-16,.5,6.9
788,2013-02-17,2.4,7
788,2013-02-18,3.7,5.5
788,2013-02-19,.3,5.2
788,2013-02-20,-.6,5
788,2013-02-21,1.4,7.6
788,2013-02-22,2.2,9.3
788,2013-02-23,.7,6.8
788,2013-02-24,2.3,9.5
788,2013-02-25,5.6,14.3
788,2013-02-26,8.1,11
788,2013-02-27,8.4,16.6
788,2013-02-28,10.2,20.4
788,2013-03-01,4.3,13.6
788,2013-03-02,.8,6.3
788,2013-03-03,1,8.3
788,2013-03-04,4.1,13.3
788,2013-03-05,4.8,14.7
788,2013-03-06,9,19.4
788,2013-03-07,10.5,16.5
788,2013-03-08,10.4,20.4
788,2013-03-09,14.4,27.1
788,2013-03-10,5.5,14.4
788,2013-03-11,6.3,16.5
788,2013-03-12,11.4,19.8
788,2013-03-13,6.6,16.4
788,2013-03-14,5.1,12.5
788,2013-03-15,6.2,15.3
788,2013-03-16,8.3,18.1
788,2013-03-17,9.4,16.9
788,2013-03-18,10.7,13.1
788,2013-03-19,13.2,20
788,2013-03-20,6.6,13.6
788,2013-03-21,3.1,11.5
788,2013-03-22,5.8,12.9
788,2013-03-23,8.4,17.4
788,2013-03-24,6.1,11.5
788,2013-03-25,3.7,8.6
788,2013-03-26,7,15.9
788,2013-03-27,10.4,19
788,2013-03-28,9.7,20.1
788,2013-03-29,7.8,14.5
788,2013-03-30,8.6,16.4
788,2013-03-31,9.2,16.6
788,2013-04-01,11.8,20
788,2013-04-02,7,11.6
788,2013-04-03,10.5,19.3
788,2013-04-04,14.2,24.1
788,2013-04-05,15,22
788,2013-04-06,8.5,15
788,2013-04-07,4.3,8.7
788,2013-04-08,7.8,16.5
788,2013-04-09,9.3,14.7
788,2013-04-10,5.8,10.2
788,2013-04-11,8.1,14.1
788,2013-04-12,7.1,13.9
788,2013-04-13,11.6,20.7
788,2013-04-14,11.1,17.9
788,2013-04-15,12,22
788,2013-04-16,18.6,25.2
788,2013-04-17,18.3,23.7
788,2013-04-18,13.4,19.9
788,2013-04-19,11.1,18.9
788,2013-04-20,7.1,10.1
788,2013-04-21,9.8,16.7
788,2013-04-22,12,21.7
788,2013-04-23,12.6,15.8
788,2013-04-24,13.2,19.5
788,2013-04-25,9.7,13.9
788,2013-04-26,11.7,19.2
788,2013-04-27,12.4,20.4
788,2013-04-28,17.3,24
788,2013-04-29,15.1,20.3
788,2013-04-30,13.6,22
788,2013-05-01,12.4,20.9
788,2013-05-02,13.6,20.1
788,2013-05-03,13.1,21.8
788,2013-05-04,15,21.9
788,2013-05-05,15.8,25.4
788,2013-05-06,16.6,27.3
788,2013-05-07,18,27.6
788,2013-05-08,19.5,29.3
788,2013-05-09,18.4,24.7
788,2013-05-10,15.4,17.7
788,2013-05-11,18.8,27.3
788,2013-05-12,20.4,27
788,2013-05-13,21.1,29.8
788,2013-05-14,20.7,29.5
788,2013-05-15,21.6,28.5
788,2013-05-16,21.4,29.8
788,2013-05-17,19.1,28.3
788,2013-05-18,19.4,26.6
788,2013-05-19,17.5,20.1
788,2013-05-20,17.1,21.5
788,2013-05-21,19.3,29.6
788,2013-05-22,22,31
788,2013-05-23,24,32.3
788,2013-05-24,23.9,33.4
788,2013-05-25,24.4,33.3
788,2013-05-26,22.8,27.1
788,2013-05-27,20,23.6
788,2013-05-28,20.8,23.5
788,2013-05-29,18.2,20.1
788,2013-05-30,20.4,28
788,2013-05-31,19.7,26.5
788,2013-06-01,20.4,24.7
788,2013-06-02,21.5,29.9
788,2013-06-03,22.9,30.3
788,2013-06-04,24,32.3
788,2013-06-05,24.4,32.3
788,2013-06-06,25.6,32.9
788,2013-06-07,25.1,31.6
788,2013-06-08,23.7,28.5
788,2013-06-09,25,31.6
788,2013-06-10,25,29.5
788,2013-06-11,23.9,28.6
788,2013-06-12,21.8,23.2
788,2013-06-13,23.5,27.5
788,2013-06-14,22.2,24.6
788,2013-06-15,25.2,32.7
788,2013-06-16,24.8,32.5
788,2013-06-17,25.3,31
788,2013-06-18,24.6,27.1
788,2013-06-19,25.1,30.3
788,2013-06-20,26.8,33.3
788,2013-06-21,26.5,33
788,2013-06-22,25.6,32.1
788,2013-06-23,21.9,26.2
788,2013-06-24,23.9,30.3
788,2013-06-25,22.1,26.6
788,2013-06-26,24.4,31.8
788,2013-06-27,24.6,29.9
788,2013-06-28,25.2,32
788,2013-06-29,26.3,33.7
788,2013-06-30,26.6,34.1
788,2013-07-01,27.1,33.2
788,2013-07-02,28,32.7
788,2013-07-03,25.5,27.3
788,2013-07-04,25.2,28.6
788,2013-07-05,24.4,26.2
788,2013-07-06,25.8,30.6
788,2013-07-07,25.2,26.8
788,2013-07-08,27.5,31.2
788,2013-07-09,27.5,31.5
788,2013-07-10,27.9,32.1
788,2013-07-11,28.2,33.7
788,2013-07-12,27.9,32.6
788,2013-07-13,29.6,34.6
788,2013-07-14,28.8,33
788,2013-07-15,28.8,33.4
788,2013-07-16,28.9,33.9
788,2013-07-17,28.1,31.2
788,2013-07-18,28.4,33.5
788,2013-07-19,28.5,34
788,2013-07-20,29.3,35.1
788,2013-07-21,28.8,32.4
788,2013-07-22,29,33.4
788,2013-07-23,27.3,30.7
788,2013-07-24,26.9,29.6
788,2013-07-25,27.3,32.2
788,2013-07-26,28.5,34.1
788,2013-07-27,28.2,33.4
788,2013-07-28,29.2,33.8
