location,date,ave_temperature,min_temperature,min_temperature_time,max_temperature,max_temperature_time,precipitation,max_wind_speed,max_wind_speed_time,ave_wind_speed,max_wind_speed_direction
722,2023-11-17,4.6,0,2313,7.5,1036,4,11.4,1543,1.7,92.3
722,2023-11-18,4.5,-.9,527,7.7,1340,0,15.3,255,2.9,155.5
722,2023-11-19,9.3,1.4,429,14.4,1421,0,6,1626,1.1,178
722,2023-11-20,8.2,3,2354,15.5,1421,0,6.2,528,1.5,72.3
722,2023-11-21,7.6,.8,626,16.1,1454,0,3.6,1851,1.4,160.6
722,2023-11-22,11,3.6,508,18.2,1409,0,3.9,2025,1.2,157.6
722,2023-11-23,13.5,7.3,2356,18.7,1321,0,9.9,2348,1.6,143.4
722,2023-11-24,3.7,.4,2353,7.2,1,0,12.8,646,3.5,90.6
722,2023-11-25,1.3,-1.6,716,7,1434,0,8.3,151,2.2,67.8
722,2023-11-26,4.4,-2.3,519,11,1450,0,4.5,1307,1.3,89.7
722,2023-11-27,8.9,6.1,347,11.8,1449,.5,5.6,1908,1.1,155.4
722,2023-11-28,5.5,1.5,2147,8.6,1404,.5,6.7,1418,1.9,155.6
722,2023-11-29,4.9,1.1,722,7.8,1446,0,9.4,2120,1.7,90.4
722,2023-11-30,.9,-1.1,809,4,1,0,9.9,205,2.7,89.4
722,2023-12-01,1.4,-.8,523,4.5,1518,0,8.5,1546,1.7,152.6
722,2023-12-02,4,-.8,535,6.9,2337,0,4.2,2129,1.2,156.6
722,2023-12-03,4.9,-.5,2353,9.6,1307,0,5.6,1550,1.4,91
722,2023-12-04,3.2,-2.8,656,9.8,1427,0,3.6,54,1.5,155.8
722,2023-12-05,6.5,.7,602,14.7,1412,0,4,1637,1.4,153.7
722,2023-12-06,8.6,3.4,204,15.2,1420,3.5,8.5,2032,1.7,158.6
722,2023-12-07,8.4,4.3,817,12.6,1344,0,8.4,1,2.2,141
722,2023-12-08,14.3,8.9,32,19.6,1415,0,5.8,428,2.1,155.3
722,2023-12-09,15.4,12.4,722,19.9,1532,0,3.4,32,1.4,153.4
722,2023-12-10,14.8,11.1,631,20.1,1439,.5,2.9,1832,.7,157.1
722,2023-12-11,13.3,12.6,536,14.7,1207,19.5,7,1230,1.1,93.4
722,2023-12-12,9.1,8,1506,13,24,2,4.4,748,1.2,156.6
722,2023-12-13,10.2,5.7,656,15.4,1346,0,6.3,2247,1.3,148.5
722,2023-12-14,11.9,10.2,612,13.3,854,19,5.6,804,1.2,101.3
722,2023-12-15,11.1,6.6,2358,16.8,749,26,8.6,2332,2.5,156.9
722,2023-12-16,0,-3.5,2343,6.7,2,4.5,12.4,953,3.7,157.1
722,2023-12-17,-4.4,-6.3,744,-2.2,1519,0,9.4,406,2.3,139.8
722,2023-12-18,-2.1,-5.9,753,1,1359,0,8.1,610,1.8,89.2
722,2023-12-19,1.3,-2,737,5,1126,0,6.2,326,1.5,87.3
722,2023-12-20,-2,-6.8,2352,2.5,145,0,12.2,857,2.9,89.4
722,2023-12-21,-6.7,-8.2,707,-4.1,1533,.5,8,553,1.7,66.9
722,2023-12-22,-5.9,-9.1,657,-1.9,1456,0,8,721,2,66.6
722,2023-12-23,-2.6,-8.2,735,2.2,1454,0,7.8,136,1.4,68.7
722,2023-12-24,-.1,-1.8,607,2.5,1212,.5,6.6,1351,1.3,93.6
722,2023-12-25,.5,-1.7,204,4.3,1440,0,5.9,1303,1.7,159.9
722,2023-12-26,2.8,-1.8,151,8.9,1452,0,4.9,1305,1.4,90.5
722,2023-12-27,4.1,-.1,808,10.1,1431,0,3.9,2017,1.2,158
722,2023-12-28,3.2,-1.1,733,9,1601,0,5.7,1718,1.5,142.8
722,2023-12-29,3.1,-.3,807,8,1445,0,4,1624,1.4,156.1
722,2023-12-30,3.4,-1.7,457,8.4,2325,.5,4,900,1.3,160.2
722,2023-12-31,5.7,4.2,2348,7.6,237,1.5,10,1426,2.5,92.2
783,2014-01-01,2,-4,759,10.8,1447,0,7.8,1344,1.1,258.8
783,2014-01-02,.7,-6.4,732,11,1456,0,3.5,1533,.7,281.3
783,2014-01-03,1.8,-6.1,526,12,1435,0,3,1046,.9,50.6
783,2014-01-04,.4,-5.8,2339,6.6,1424,0,6.2,1646,1.7,334.7
783,2014-01-05,-1.8,-8.4,631,7.3,1312,0,6.5,1246,1.2,270
783,2014-01-06,-1,-7.9,632,9.1,1528,0,3,1538,.7,33.8
783,2014-01-07,1.4,-6.3,438,9.7,1504,0,4,1132,.9,33.8
783,2014-01-08,2,-1.4,2318,5.1,1314,1.5,8.1,1850,1.9,351.6
783,2014-01-09,-5,-8.2,2355,-.7,1245,0,9.2,1314,2.9,286.9
783,2014-01-10,-3.8,-9.9,147,3.7,1526,0,4.7,1506,.8,334.7
783,2014-01-11,-1.4,-6.4,608,6.1,1459,0,4.8,1427,.9,329.1
783,2014-01-12,-.4,-5.5,2,7.1,1355,0,7.9,1709,1.4,315
783,2014-01-13,-4,-8.3,809,1.7,1510,0,6.4,1303,1.6,348.8
783,2014-01-14,-3,-9.6,610,4.4,1331,0,6.6,1459,1.4,315
783,2014-01-15,-3.3,-9.5,615,4.8,1242,0,6.3,1334,1,326.3
783,2014-01-16,-2.1,-9.2,545,6.9,1354,0,7.1,1324,1.1,300.9
783,2014-01-17,-1.5,-7.6,633,7.7,1355,0,4.6,1556,.7,284.1
783,2014-01-18,-1,-5.9,457,4.8,1308,0,8.9,1425,1.8,298.1
783,2014-01-19,-1.7,-9.5,744,6.2,1453,0,4.1,1138,.9,87.2
783,2014-01-20,1.7,-1.3,2335,8,1342,.5,7.7,1839,1.9,303.8
783,2014-01-21,-3,-6.3,0,.4,1252,1.5,6.2,1641,1.9,337.5
783,2014-01-22,-2.9,-9.7,716,3.9,1456,0,6,1342,1.1,315
783,2014-01-23,-2,-9,743,8,1531,0,3.2,1305,.7,191.3
783,2014-01-24,4.7,-3.2,1,13.4,1432,0,6.6,1611,1.3,227.8
783,2014-01-25,7.7,3.3,137,13.9,1201,1.5,7.2,1809,1.5,340.3
783,2014-01-26,.4,-5.8,2252,6.7,1441,0,7.8,1313,2.2,295.3
783,2014-01-27,.1,-8.2,535,10.9,1549,0,5,1342,1,202.5
783,2014-01-28,1.3,-5.9,2340,11.3,1255,0,6.6,1432,1.2,348.8
783,2014-01-29,3.4,-8.7,729,14.8,1549,1,3.8,1658,.7,140.6
783,2014-01-30,6.5,1.5,2336,10.6,1342,1.5,6.3,1501,1,326.3
783,2014-01-31,4.4,-4.7,750,14.4,1619,0,3.6,1116,.8,104.1
783,2014-02-01,10.9,.4,448,21.7,1535,0,6,1554,.8,205.3
783,2014-02-02,11.5,7.4,2327,15.6,1249,.5,6.5,2249,1.9,292.5
783,2014-02-03,2.1,-4,2323,7.6,21,0,9.3,1400,3.1,340.3
783,2014-02-04,-4.6,-6.9,2331,-.7,1415,0,10.4,1242,3.1,348.8
783,2014-02-05,-3,-7,330,2.2,1524,0,5.1,919,1.1,50.6
783,2014-02-06,.7,-4,8,6.4,1519,0,4,1141,.9,106.9
783,2014-02-07,4.4,-2.7,7,9,1539,0,5.8,1051,1.3,64.7
783,2014-02-08,2.6,1.2,2355,4.2,1531,1,5.4,2316,.9,351.6
783,2014-02-09,.1,-1.8,2354,3.4,1420,0,7.8,1107,2.5,348.8
783,2014-02-10,1.1,-3,208,6.5,1521,0,4.8,1439,1.3,5.6
783,2014-02-11,2.6,-2.4,443,9.2,1512,0,6.1,1004,1.6,25.3
783,2014-02-12,2.3,-3,2329,9.3,1407,0,5.7,1720,1.4,300.9
783,2014-02-13,2.7,-4.2,337,9.1,1654,0,5.2,1201,1.4,50.6
783,2014-02-14,2.9,-3.3,2359,9.3,1403,0,5.1,1630,1.5,84.4
783,2014-02-15,1,-7,632,10.4,1556,0,6.8,1419,1.3,11.3
783,2014-02-16,3.5,-6.1,342,12.7,1528,0,3.8,1340,.8,188.4
783,2014-02-17,5.2,.7,0,9.4,1135,1.5,5,1147,.9,61.9
783,2014-02-18,3.6,.1,232,8.3,1355,0,5.8,1023,1.6,92.8
783,2014-02-19,2.3,-3,231,9.7,1640,0,4.4,1007,1.3,98.4
783,2014-02-20,.4,-6.5,655,9.5,1336,0,7.2,1556,1.3,298.1
783,2014-02-21,.1,-7.2,644,8.3,1456,0,7.4,1436,1.7,292.5
783,2014-02-22,1.1,-7.5,659,11.3,1417,0,6.8,1505,1.1,261.6
783,2014-02-23,2.9,-6.2,709,13.7,1452,0,5.4,1704,.9,312.2
783,2014-02-24,4,-5.2,700,15.7,1511,0,5.5,1634,1,292.5
783,2014-02-25,7.1,-3.9,645,17.3,1539,0,4.9,1233,.8,53.4
783,2014-02-26,7.5,3.8,433,12.3,1225,1,7.2,1244,1.3,104.1
783,2014-02-27,8,1.9,454,17,1356,0,7.2,1530,1.5,298.1
783,2014-02-28,7.7,2,536,13,1510,0,2.9,1409,.8,196.9
783,2014-03-01,6.6,2.9,2316,8.8,1434,6,4.5,1921,1,351.6
783,2014-03-02,5,-1.4,652,11.8,1411,0,8.5,1255,2,8.4
783,2014-03-03,5.2,-3.9,621,14.1,1514,0,5.6,2006,1,112.5
783,2014-03-04,4.8,-2.4,320,12,1541,0,5,1844,1.1,317.8
783,2014-03-05,3.2,-1.2,2219,8.9,1353,0,10.3,1558,3.2,278.4
783,2014-03-06,2,-4,649,7.9,1254,0,7.8,1256,2,320.6
783,2014-03-07,2.1,-4.4,708,7.9,1449,0,9.2,1512,2.5,331.9
783,2014-03-08,1.4,-7.1,639,10.2,1424,0,7.7,1417,1.5,315
783,2014-03-09,.7,-4.4,605,8.5,1245,.5,9.2,1716,2.1,326.3
783,2014-03-10,1.3,-7.3,632,9.7,1313,0,7.4,1452,1.6,340.3
783,2014-03-11,3.6,-6.8,655,16.4,1621,0,5.2,1411,1,146.3
783,2014-03-12,7.5,-.4,16,11,2125,30.5,4.6,2334,1.3,315
783,2014-03-13,5.5,3,2220,9,24,2.5,7.5,626,2.4,309.4
783,2014-03-14,3.7,-1.5,2343,9.3,1543,1,6.2,1214,1.4,343.1
783,2014-03-15,6.1,-2.9,619,16.1,1435,0,7.8,1602,1.6,261.6
783,2014-03-16,9.6,-.8,704,20.8,1416,0,5.8,1356,1.2,202.5
783,2014-03-17,12.7,3,332,22.8,1342,2.5,8.1,1603,1.6,160.3
783,2014-03-18,13.4,7.6,2359,18.9,1352,0,6.5,1559,1.9,25.3
783,2014-03-19,10.6,4.2,358,17.1,1615,0,4.8,2103,1,340.3
783,2014-03-20,7.4,4.7,1940,12.2,1237,0,11.2,1519,3.4,309.4
783,2014-03-21,5.4,-1,2340,11.5,1416,0,10.6,1407,2.5,340.3
783,2014-03-22,6.6,-4.1,606,17.8,1529,0,5.5,1455,1.5,244.7
783,2014-03-23,8.4,-1.5,633,20.6,1507,0,5.3,1455,1.1,236.3
783,2014-03-24,11.5,-1.8,653,20.3,1523,0,5.8,1856,1.4,208.1
783,2014-03-25,13.8,11.9,648,16.3,1254,20.5,3.2,745,1,70.3
783,2014-03-26,14.5,9,2347,20.5,1648,18,6,1529,1.2,326.3
783,2014-03-27,13.8,7.2,140,23.4,1521,0,4.4,1421,1,270
783,2014-03-28,17.1,6.2,428,27.3,1421,0,7,1459,1.5,177.2
783,2014-03-29,16.3,14.4,645,19,324,18,5.1,318,1.3,137.8
783,2014-03-30,14.4,7.9,0,20,1359,1,6.4,406,2.1,292.5
783,2014-03-31,12,5.1,514,23.2,1517,0,5.6,1647,1,239.1
783,2014-04-01,13.7,3.6,620,25.5,1555,0,4.6,1641,1,317.8
783,2014-04-02,15,5.4,635,25.8,1424,0,6.1,1538,1.3,295.3
783,2014-04-03,11.1,3.6,2353,21.5,1243,0,7.9,1558,1.7,272.8
783,2014-04-04,8.1,3,53,13.3,1447,0,8.9,1220,2.2,298.1
783,2014-04-05,6.4,1.9,159,13.4,1157,0,8.2,1500,2.3,292.5
783,2014-04-06,7.8,.8,632,15.4,1433,0,8.3,1308,2.1,289.7
783,2014-04-07,9.8,.8,633,20.6,1421,0,6.7,1431,1.4,303.8
783,2014-04-08,11.8,.2,533,23.8,1526,0,5.7,1642,1.3,253.1
783,2014-04-09,12.9,3.5,505,23.1,1435,0,6.2,1509,1.2,250.3
783,2014-04-10,14.6,3.8,506,26.5,1512,0,5,1644,1.4,247.5
783,2014-04-11,16.3,10.2,532,23.1,1541,0,5.5,2003,1,191.3
783,2014-04-12,16.8,10,601,23.5,1546,0,4.3,2238,1,222.2
783,2014-04-13,14.3,9.7,0,19.8,1422,7.5,4.1,1154,1.2,67.5
783,2014-04-14,14.7,5.3,642,25.8,1445,0,6.4,1547,1.6,295.3
783,2014-04-15,15.5,5,531,25.1,1337,0,6.3,1612,1.4,320.6
783,2014-04-16,17,8.7,2345,27.6,1437,0,6.2,1536,1.3,258.8
783,2014-04-17,12,5.3,522,19.7,1233,14,6.4,1253,1.5,73.1
783,2014-04-18,15.3,12.4,411,19.3,1730,1.5,3.7,1908,1.2,149.1
783,2014-04-19,15.5,13.8,239,19.8,1556,0,5.3,1327,1.5,56.3
783,2014-04-20,15.8,11.3,614,23.8,1448,0,6,1615,1.7,300.9
783,2014-04-21,16.8,7.3,556,25.2,1529,0,6.9,1226,1.4,334.7
783,2014-04-22,16.9,9.1,0,24.6,1405,0,6.8,1309,1.5,334.7
783,2014-04-23,16,4.2,529,27.7,1444,0,5.5,1528,1.2,329.1
783,2014-04-24,17.4,8.3,503,28.1,1316,0,5.9,1440,1.1,191.3
783,2014-04-25,17.6,6.3,532,29.8,1535,0,6.3,1658,1.1,132.2
783,2014-04-26,18.1,8.4,412,24.8,1545,0,5.9,1730,1.4,191.3
783,2014-04-27,16.5,14.6,2350,20.3,1142,15.5,5,1133,1.6,140.6
783,2014-04-28,16.1,13.4,2351,19.5,1440,14.5,7.8,724,1.9,101.3
783,2014-04-29,15.2,13.1,2350,18.3,1618,11,4.2,1707,.8,343.1
783,2014-04-30,15.7,10.6,2358,22.2,1537,0,5,1737,1.3,236.3
783,2014-05-01,15.8,7.7,310,26,1534,0,5.7,1634,1.1,306.6
783,2014-05-02,17.1,7.1,545,28.9,1408,0,7.5,1740,1.8,278.4
783,2014-05-03,15,7.8,2351,23.4,1245,0,7.6,1145,2.1,292.5
783,2014-05-04,13.6,6.3,151,22.9,1326,2.5,7.3,1421,1.7,202.5
783,2014-05-05,11.3,3.7,526,20,1445,0,7.1,1143,1.6,345.9
783,2014-05-06,12.3,2.5,554,23,1611,0,5.1,1054,1,261.6
783,2014-05-07,15.8,3.4,532,25.3,1456,0,7.8,1742,1.9,191.3
783,2014-05-08,16.1,7.9,2356,21.6,1510,1,7.1,1432,1.9,247.5
783,2014-05-09,17.3,6.3,517,27.2,1408,0,6.9,1210,1.3,343.1
783,2014-05-10,20,9,431,29.6,1453,0,6.2,1211,1.5,61.9
783,2014-05-11,20.2,15.4,106,26.8,1228,33.5,9.6,1449,2.4,95.6
783,2014-05-12,19.2,13.9,2357,24.8,1522,7.5,6.1,236,1.9,230.6
783,2014-05-13,19.8,10.8,430,30.5,1508,0,6.5,1527,1.2,219.4
783,2014-05-14,18,14.7,2309,21,1509,1.5,4.4,1331,1.1,84.4
783,2014-05-15,19.5,13.1,2351,26.5,1426,0,8.1,1111,1.8,258.8
783,2014-05-16,19.1,9.6,553,29.3,1432,0,6,1518,1.4,233.4
783,2014-05-17,20.6,10.8,523,30.9,1546,0,5.5,1606,1.2,303.8
783,2014-05-18,20.2,10.4,415,31,1518,0,6.5,1403,1.1,272.8
783,2014-05-19,21.1,10.3,545,31.9,1457,0,5.9,1549,1.1,295.3
783,2014-05-20,18.5,15.6,2335,23.5,1751,12,4.3,1629,1,8.4
783,2014-05-21,19.1,12.5,351,27.2,1421,0,6.4,1440,1.3,222.2
783,2014-05-22,22.7,14.6,330,31.4,1502,0,4.8,1655,1.4,306.6
783,2014-05-23,23.6,18.1,547,30.3,1531,0,4.5,1835,1,196.9
783,2014-05-24,23.8,16.4,527,31.2,1439,0,6.1,1538,1.3,202.5
783,2014-05-25,21.4,19.7,131,25.5,944,2.5,6.6,1320,1.5,202.5
783,2014-05-26,22.1,12.7,2353,29.2,1434,2,7.4,1354,1.8,312.2
783,2014-05-27,23.2,11.7,341,33.1,1506,0,6.7,1316,1.6,174.4
783,2014-05-28,23.1,16.7,502,30.7,1302,0,6.8,1225,1.7,258.8
783,2014-05-29,23.9,16.1,2356,35.8,1510,0,5.1,1603,1.2,303.8
783,2014-05-30,24.6,13.5,419,36.2,1630,0,4.8,1755,1,272.8
783,2014-05-31,26.2,16.4,436,36.8,1609,0,4.9,1655,1.2,284.1
783,2014-06-01,24.6,18.4,419,30.7,1403,0,4.3,1812,.8,196.9
783,2014-06-02,22.2,20,1033,25.9,1436,6,10.6,1332,2.4,115.3
783,2014-06-03,20.3,18.8,2300,22.8,1205,11,8.3,1232,2.3,92.8
783,2014-06-04,23.5,18.9,1,28.9,1648,6,6.5,1339,2.2,33.8
783,2014-06-05,23.3,17.2,503,28.8,1302,0,4.9,849,1.3,45
783,2014-06-06,23.5,18.3,0,29.9,1358,0,5.4,1759,1.2,165.9
783,2014-06-07,22.6,15.5,447,29.8,1403,0,5.3,1507,1.3,264.4
783,2014-06-08,22.5,18.3,405,29.7,1532,0,5.6,1624,1.1,348.8
783,2014-06-09,23.4,18.3,10,28.4,1333,0,4.7,1415,1.2,171.6
783,2014-06-10,24.1,19.3,453,29.8,1439,0,4.9,1703,1.1,306.6
783,2014-06-11,24,19.4,2317,31,1523,0,6,1407,1.6,326.3
783,2014-06-12,20.5,16.1,454,27.4,1328,17.5,5.5,1639,1.3,278.4
783,2014-06-13,22.3,15.9,209,29.1,1459,0,6.3,1443,1.4,309.4
783,2014-06-14,22.9,17.6,0,30.6,1419,0,5.4,1601,1.2,241.9
783,2014-06-15,22.5,14.6,526,31.4,1437,0,6.1,1709,1.2,284.1
783,2014-06-16,24.1,16.9,545,32.4,1456,0,6.1,1553,1.3,244.7
783,2014-06-17,22.4,19.4,2358,27.7,1433,.5,6.4,1324,1.2,95.6
783,2014-06-18,23.6,15.8,532,32.1,1530,0,5.1,1634,1.3,258.8
783,2014-06-19,24,17.3,506,32.3,1527,0,4.5,1724,1.2,281.3
783,2014-06-20,24.5,17.9,346,30.5,1113,0,6.5,1658,1.5,185.6
783,2014-06-21,23.3,21.2,408,26.1,943,.5,4.7,856,1.1,95.6
783,2014-06-22,23.8,19.3,317,28.8,1411,0,4.6,1445,1.1,225
783,2014-06-23,22.9,19.8,2358,28,1617,3.5,5.4,1202,1.2,264.4
783,2014-06-24,23.9,18.7,0,30.8,1458,1.5,5.7,1223,1.4,230.6
783,2014-06-25,23.5,16.9,508,30.8,1442,0,4.2,1349,1,244.7
783,2014-06-26,24.7,18.1,531,32.2,1509,0,5,1822,1,253.1
783,2014-06-27,26,18.5,452,34,1431,0,5.9,1555,1.5,340.3
783,2014-06-28,25.2,19.6,229,32.3,1540,0,6.1,1616,1.5,275.6
783,2014-06-29,24.5,18.5,337,31.3,1252,0,5.8,1454,1.3,19.7
783,2014-06-30,25.6,18.7,359,33.5,1458,0,4.9,1630,1.1,315
783,2014-07-01,25.7,18.2,543,34.3,1434,0,6.2,1641,1.3,250.3
783,2014-07-02,21.3,18.1,2004,27.7,1212,8.5,5.6,1909,1.5,115.3
783,2014-07-03,20.7,18.2,17,22.1,1634,24.5,4.8,22,1.2,70.3
783,2014-07-04,23.2,20.6,545,27.7,1651,2,4,1316,1,84.4
783,2014-07-05,23.9,19.9,515,27.9,1320,0,3.7,1800,.8,233.4
783,2014-07-06,20.1,17.6,851,22.1,1,20.5,5.3,945,1.6,47.8
783,2014-07-07,22.9,20.1,346,26.7,1418,1.5,4.2,1520,1.1,216.6
783,2014-07-08,26.5,20.7,536,33.4,1512,0,4.8,1526,1.1,191.3
783,2014-07-09,27.5,24.6,402,31.1,1214,.5,6,1314,1.8,47.8
783,2014-07-10,27.6,23.7,156,33.3,1245,0,6.9,1418,2,261.6
783,2014-07-11,26.3,20.1,2350,33.9,1507,0,5,1520,1.3,225
783,2014-07-12,24.7,18.6,349,30.8,1457,1,4.5,2233,.8,199.7
783,2014-07-13,23.6,20.2,412,29.9,1544,16.5,4.2,1703,1.2,216.6
783,2014-07-14,26.1,20.9,107,34.3,1535,0,5.1,1647,1,258.8
783,2014-07-15,24.4,22.3,38,27.8,1524,0,3.7,1719,.8,180
783,2014-07-16,24.9,20.6,523,30.4,1345,.5,5.2,2104,1.1,233.4
783,2014-07-17,22,21.3,359,23.8,1241,67.5,3.2,1435,.8,194.1
783,2014-07-18,24.7,21.7,1,29.1,1406,13.5,4.6,1450,1.2,250.3
783,2014-07-19,25.1,21.9,955,31.4,1633,75,4.6,900,1,202.5
783,2014-07-20,27.3,23,535,33.8,1539,0,4.3,1641,1,241.9
783,2014-07-21,27.9,23.7,39,34.3,1358,0,5,1735,1.1,272.8
783,2014-07-22,27,21.8,344,32.9,1508,0,5.3,1509,1.4,241.9
783,2014-07-23,28.7,24.4,336,34.1,1330,0,6.2,1207,1.7,253.1
783,2014-07-24,29.5,25.9,425,34.5,1431,4,5.9,1808,1.3,264.4
783,2014-07-25,29.4,25.6,339,34,1353,4,8.7,2351,2.5,202.5
783,2014-07-26,25.4,19.1,2342,30.8,1438,3.5,7.6,109,2,236.3
783,2014-07-27,23.6,16.8,429,31.7,1551,0,3.3,1239,.9,28.1
783,2014-07-28,22.3,18.8,2043,28.3,1222,20.5,4.4,750,1.2,104.1
783,2014-07-29,26.6,19.9,9,32.6,1432,0,5,1425,1.6,213.8
783,2014-07-30,29,23.2,156,35.8,1412,0,5.5,1701,1.4,216.6
783,2014-07-31,30,24.4,231,37,1537,0,5.9,1729,1.5,135
783,2014-08-01,27.5,25,2358,32.2,1447,2,7.3,1505,1.7,75.9
783,2014-08-02,25.6,23.7,1503,29.4,912,31,11.3,1328,3.1,90
783,2014-08-03,25.6,23.9,2329,27.5,1309,9,6,1235,1.9,146.3
783,2014-08-04,24.6,23.8,58,25.5,1457,7.5,4.9,940,1.6,180
783,2014-08-05,27.4,23.4,552,33.8,1512,0,5,1507,1,188.4
783,2014-08-06,26.5,22.1,434,32.9,1630,0,3.6,1612,.9,278.4
783,2014-08-07,23.4,22.2,2024,26.4,1122,18,4.8,1420,.8,326.3
783,2014-08-08,25.1,22.5,1,30.7,1420,1.5,6.2,1748,1.8,87.2
783,2014-08-09,26.3,21.7,525,31.7,1455,0,6.6,1201,1.9,25.3
783,2014-08-10,24.8,21.4,558,29.4,1446,0,4.9,1706,1.1,306.6
783,2014-08-11,23.8,19.3,609,30.7,1551,0,5.3,1027,1.4,331.9
783,2014-08-12,24.1,16.5,548,32.2,1355,0,3.7,1312,.9,255.9
783,2014-08-13,24,21.4,600,28.3,1504,0,3.2,1621,.7,329.1
783,2014-08-14,21.9,19.7,620,24.4,1557,14.5,4.1,1345,1,61.9
783,2014-08-15,24.7,21.1,556,30.5,1302,0,4.8,1450,1.1,329.1
783,2014-08-16,25.2,19.7,550,31.7,1444,.5,4.5,1706,1.1,343.1
783,2014-08-17,23.2,21.4,2111,26.4,1147,70,5.2,1451,1,309.4
783,2014-08-18,23.7,20.9,724,28.8,1358,67,5.5,1936,1.7,210.9
783,2014-08-19,24,22.3,501,27.4,1449,4,4.5,225,1,247.5
783,2014-08-20,24.4,21.9,517,27.6,1317,12.5,3.3,1617,.6,90
783,2014-08-21,23.9,20.8,2236,28,1604,6.5,6.8,1023,1.8,253.1
783,2014-08-22,24.8,21.1,327,31.8,1549,0,4.3,1239,.9,253.1
783,2014-08-23,24.2,18.6,559,31.2,1427,0,3.9,1405,.7,317.8
783,2014-08-24,23.4,20.8,321,26.3,1512,10.5,3.4,1107,1,109.7
783,2014-08-25,24.6,23.1,350,28.9,1643,52,6.5,1213,1.1,225
783,2014-08-26,25.4,21.7,0,30.5,1407,1,6.2,1342,1.3,188.4
783,2014-08-27,24.3,20.3,258,29.4,1400,0,4.9,1630,.9,241.9
783,2014-08-28,22.3,20.6,2336,24.7,1347,1.5,3.6,1113,.6,104.1
783,2014-08-29,22.6,19.1,823,27.8,1649,4,4.4,1104,1,95.6
783,2014-08-30,22.7,16.5,624,29.7,1434,0,3.9,1721,.9,241.9
783,2014-08-31,21.8,17.9,457,27.1,1158,0,3.3,1539,.8,216.6
783,2014-09-01,22.8,15.4,515,30.5,1525,0,4.5,1037,1.3,98.4
783,2014-09-02,21,18.3,608,25,1502,22,5.2,1517,1.4,146.3
783,2014-09-03,23,19.4,2308,25.4,1212,6,5.7,1006,1.3,219.4
783,2014-09-04,23.3,18.6,2333,29.9,1505,0,4.4,1523,1.1,278.4
783,2014-09-05,22.8,15.7,538,31.2,1606,0,3.3,916,.9,92.8
783,2014-09-06,24,19.5,628,31.2,1538,0,3.3,844,.8,120.9
783,2014-09-07,24.8,20.5,517,32.3,1530,0,4.4,1642,1,334.7
783,2014-09-08,23.3,17.9,2359,32.1,1432,0,4.5,1616,.9,278.4
783,2014-09-09,21.2,15.2,0,29.5,1415,0,5,1539,1,329.1
783,2014-09-10,20.1,13.5,534,28.9,1518,0,6.5,1348,1.1,329.1
783,2014-09-11,21.8,13.4,417,30.7,1448,0,4.8,1628,1,320.6
783,2014-09-12,20.9,18.1,552,26.3,1239,1,5.1,1606,.8,185.6
783,2014-09-13,21.9,15.1,634,29.5,1545,0,5.1,1251,1.1,70.3
783,2014-09-14,20.8,15.6,553,27.5,1517,0,4,1514,1,118.1
783,2014-09-15,21.5,16.4,417,29.1,1442,0,5.1,1803,1,320.6
783,2014-09-16,21.6,15.8,640,29.1,1344,0,4.6,1704,.9,309.4
783,2014-09-17,20.8,16.3,2359,28.4,1403,0,5.6,1603,.9,286.9
783,2014-09-18,20.9,15.7,619,26.9,1330,0,4.1,1314,.9,67.5
783,2014-09-19,19.1,14.3,2340,25,1554,0,4.7,1819,1.3,95.6
783,2014-09-20,20.2,11.6,630,27.5,1406,0,4.4,957,1,73.1
783,2014-09-21,20.1,13.4,642,28.9,1435,0,4.7,1223,1.1,92.8
783,2014-09-22,20.1,12,549,29.5,1357,0,4.4,1215,1,8.4
783,2014-09-23,20.5,15.8,55,26.3,1235,11,4.9,1054,1.8,357.2
783,2014-09-24,19.9,16.9,2353,22.7,1410,37,7.1,1702,1.9,340.3
783,2014-09-25,20.4,14.5,354,28.2,1516,0,4.5,1702,.9,306.6
783,2014-09-26,21.3,16.4,540,28.9,1542,0,5.3,1920,1.1,151.9
783,2014-09-27,20.7,16.6,2353,28.5,1434,0,4.6,1706,1,334.7
783,2014-09-28,21.4,14.1,625,29.7,1358,0,3.6,1121,.7,112.5
783,2014-09-29,20,18.4,2359,22.3,1046,4,2.6,725,.7,101.3
783,2014-09-30,20.2,14.8,636,25.7,1410,0,3.8,2042,.8,202.5
783,2014-10-01,20.8,16.4,634,26.2,1529,0,4,1344,1,2.8
783,2014-10-02,19.2,13.6,644,26.4,1447,0,6.5,1608,1.1,225
783,2014-10-03,15.9,9.4,0,21.7,1242,0,6.3,1254,1.6,340.3
783,2014-10-04,16.3,7.3,627,24.9,1350,0,5.4,1321,1.6,33.8
783,2014-10-05,16.5,8.6,638,24.5,1411,0,6.9,1435,1.5,317.8
783,2014-10-06,14.3,7.5,641,22.8,1331,0,6.5,1246,1.2,315
783,2014-10-07,14.4,6.8,634,24.4,1510,0,4.1,1601,1,219.4
783,2014-10-08,15.2,7.4,637,24.7,1524,0,4.3,1032,.8,92.8
783,2014-10-09,16.3,9.1,657,25.6,1454,0,5,1033,.8,118.1
783,2014-10-10,18.8,9,645,28.7,1523,0,4.6,1423,1.2,90
783,2014-10-11,18.8,10.4,511,28,1440,0,5.6,1024,1.4,78.8
