location,date,ave_temperature,min_temperature,min_temperature_time,max_temperature,max_temperature_time,precipitation,max_wind_speed,max_wind_speed_time,ave_wind_speed,max_wind_speed_direction
316,2014-01-01,-2.3,-5,508,1.3,1518,0,16.7,1353,9.5,302.1
316,2014-01-02,-1.4,-3.8,247,1.6,1506,0,16,509,5,44.4
316,2014-01-03,.3,-2.3,0,5.1,1231,0,10.3,2202,4.4,29.9
316,2014-01-04,-4,-6.6,654,.2,1512,0,10.8,58,3.4,30.8
316,2014-01-05,-3.9,-5.9,3,-.7,1517,0,14.7,2357,5.4,49
316,2014-01-06,-3.1,-6.2,141,.7,1347,0,15.2,421,5.6,78.5
316,2014-01-07,-.9,-3.9,135,3.3,1243,0,8,1313,3.2,279
316,2014-01-08,-4.9,-10.2,2350,.5,206,.5,19.9,904,5.8,62.3
316,2014-01-09,-12.2,-14.5,2027,-9.4,1233,0,14.1,230,3.8,101.2
316,2014-01-10,-8.5,-14,1,-5.1,1350,0,12.5,1304,6.1,317.1
316,2014-01-11,-6.2,-9.8,451,-2.8,1454,0,9.8,8,2.3,347.9
316,2014-01-12,-6.1,-11.4,2319,-2.6,1230,0,12.9,1330,4.5,328
316,2014-01-13,-10.5,-13.6,744,-6.2,1518,0,15.8,755,7.5,27.4
316,2014-01-14,-8.2,-10.6,433,-3.6,1343,0,22,900,9.4,61.5
316,2014-01-15,-8,-10.7,739,-3.5,1326,0,15.4,825,7.5,50
316,2014-01-16,-6.3,-9,441,-.5,1440,0,17.5,336,8.1,49.2
316,2014-01-17,-4.9,-7.1,139,.1,1400,0,10,215,4.8,49.1
316,2014-01-18,-7.5,-10.5,2347,-4.7,204,0,17.4,1726,5.3,331.4
316,2014-01-19,-5.8,-11,127,0,1339,0,13.2,706,5.5,46.6
316,2014-01-20,-4.6,-9.2,2349,-2,518,0,18.9,1747,9.6,322.8
316,2014-01-21,-9.9,-11.3,2125,-8.8,18,.5,16.5,119,5.8,322.8
316,2014-01-22,-8.7,-11,142,-5.6,1456,0,12.2,1750,5.2,34
316,2014-01-23,-2.7,-6.2,4,.2,1154,0,9.5,227,3,43.2
316,2014-01-24,.9,-3.4,18,5.3,1509,0,15.6,2253,7.1,246.8
316,2014-01-25,2.1,-3.9,2358,5.6,958,1.5,18.8,633,8.2,258
316,2014-01-26,-5.5,-9.3,609,-3.2,1503,0,15.2,829,6,48.4
316,2014-01-27,-1.8,-5,729,2.6,1442,0,12.5,2326,5.2,261.8
316,2014-01-28,-.4,-2.4,1814,2.4,1405,0,15.5,449,6.8,307.1
316,2014-01-29,2.9,.9,1751,6.1,1135,1,10.4,2051,4.3,245.8
316,2014-01-30,1.4,-3,2104,3.9,406,1,14.7,1522,8.2,321.6
316,2014-01-31,2.4,-2.5,18,7.3,1318,0,14.9,218,5.1,28.2
316,2014-02-01,7.8,2.3,29,12.1,1443,2.5,14.1,946,7.2,231.1
316,2014-02-02,8.8,.9,2336,14.8,1622,.5,15.6,1040,4.3,322.5
316,2014-02-03,-5.4,-12.8,2323,8.1,8,0,21.5,723,7.8,56.3
316,2014-02-04,-12.6,-15.5,440,-7.4,1431,0,16,1006,5.2,29.9
316,2014-02-05,-7.1,-13.5,1,-2.3,1436,0,16.7,359,6.2,54.7
316,2014-02-06,-5.3,-8.6,734,-3.1,1602,.5,13.3,851,4.5,78.7
316,2014-02-07,-2.8,-5.3,8,-.9,1333,0,11.9,1158,5.5,111.5
316,2014-02-08,-4.6,-6.2,2059,-2.4,1133,1.5,8.5,2020,3.6,320.4
316,2014-02-09,-8.3,-9.5,1958,-6,11,.5,12.2,1708,3.5,32
316,2014-02-10,-6.2,-9.5,126,-2.4,1225,0,9.7,558,3.7,49.8
316,2014-02-11,-5,-8.5,438,.4,1526,0,10.2,854,4,95.5
316,2014-02-12,-4.8,-7.3,606,.9,1436,0,8.4,312,2.9,99.4
316,2014-02-13,-3.4,-6.2,2,-.2,1301,0,11.6,2341,4,102.1
316,2014-02-14,-3.8,-6,647,.2,1358,0,12.9,840,6.5,105.9
316,2014-02-15,-2.5,-6,533,2.5,1444,0,8.5,659,2.4,56.7
316,2014-02-16,0,-3.4,1,4.2,1347,0,7.1,1253,2.4,269.3
316,2014-02-17,-1.7,-3.8,2258,1.5,427,.5,15,1747,6,108.8
316,2014-02-18,-4.8,-7.2,2354,-2.2,2,0,13.1,825,5.3,101.3
316,2014-02-19,-4.2,-8.5,433,.9,1451,0,6.7,103,2.2,84.4
316,2014-02-20,-4.4,-8.7,2352,.8,1411,0,11.5,1558,2.7,316.2
316,2014-02-21,-4.7,-9.4,433,.9,1525,0,11.4,412,4,31.9
316,2014-02-22,-2.3,-6.4,549,4.2,1428,0,9.8,1926,3.5,52.3
316,2014-02-23,.7,-3.8,201,6,1451,0,8.5,57,3.5,47.7
316,2014-02-24,2.1,-1.1,52,7.9,1446,0,10.5,806,3.6,52.8
316,2014-02-25,3.5,.6,46,9,1358,0,8.6,441,3,55.1
316,2014-02-26,2.1,.4,1149,3.3,206,3,15.7,1306,7.4,110.8
316,2014-02-27,3.2,.3,2045,8.4,1358,0,12,1617,3.8,327.8
316,2014-02-28,2.7,.4,459,6.4,1109,0,9.9,2109,4.4,111.3
316,2014-03-01,.7,-3.3,0,3.3,1417,6,11.4,1858,2.9,44.9
316,2014-03-02,-1.6,-4.1,452,2.3,1427,0,14.5,649,5.7,45.3
316,2014-03-03,-.6,-4,50,5.2,1437,0,11.2,115,5,56.7
316,2014-03-04,-.8,-3.2,444,2.3,1347,0,15.8,1032,5.9,97.2
316,2014-03-05,-5.3,-8.9,2338,.7,1405,0,14.5,1202,3.5,31.4
316,2014-03-06,-6.2,-9.6,439,-.2,1311,0,13.6,809,5.6,87.9
316,2014-03-07,-6.1,-9.8,640,-1.2,1325,0,13.5,52,3.6,343.7
316,2014-03-08,-3.9,-8.1,500,1.2,1431,0,11,338,3.4,24.4
316,2014-03-09,-5.3,-8.9,2323,-2.7,1202,0,16.9,1622,8.4,332.9
316,2014-03-10,-4,-9.4,158,1.2,1412,0,13.1,455,5,30.5
316,2014-03-11,2,-2.8,2,8.6,1506,0,8.9,2330,3.7,225.8
316,2014-03-12,4.8,-1.3,10,7.7,1907,36,16.7,1321,8.3,238.2
316,2014-03-13,-.6,-4.4,2226,6.4,2,10.5,15.9,302,5.4,51.8
316,2014-03-14,-3.8,-5.8,532,-.6,1111,4,12.7,1714,4.4,317.6
316,2014-03-15,.7,-5.4,54,5.7,1414,0,15.6,2349,8.8,277.7
316,2014-03-16,5.8,.9,105,11.5,1419,0,18,253,8,269.2
316,2014-03-17,7.3,3.4,433,13.7,1252,5.5,15.5,2353,7,248.2
316,2014-03-18,8.1,3.4,2255,12.3,1543,.5,15.1,214,5.5,279
316,2014-03-19,4.3,2.1,649,8.4,1607,0,14.3,431,4.9,114.7
316,2014-03-20,-1,-3.9,2011,3.5,1353,0,20.7,1528,6.2,337.7
316,2014-03-21,-1.2,-4.5,614,4.3,1455,0,14,1327,4.7,311.4
316,2014-03-22,3.7,-2.3,36,10,1549,0,10.3,1010,5.2,304.2
316,2014-03-23,6.2,2.2,536,12.4,1456,0,9.7,1456,4.4,319
316,2014-03-24,6.5,2.8,635,12.4,1505,0,11.1,2147,5.1,247.5
316,2014-03-25,8.1,5.8,2,9.4,2304,23,12.6,331,6.8,256.3
316,2014-03-26,8.6,6.8,2306,10.7,1444,23,11,2231,4.4,25.3
316,2014-03-27,10.6,6.4,634,15.2,1401,0,11.5,734,5,51.2
316,2014-03-28,11.9,7.9,2219,18.1,1335,0,10.8,1841,4.3,137.8
316,2014-03-29,9.2,7.1,653,11.3,1907,16.5,17.8,952,7.2,139.4
316,2014-03-30,7.4,5.3,2016,11.8,1556,4,14.2,907,4.6,337
316,2014-03-31,8.9,5.7,8,14.6,1608,0,11.4,45,5,63.6
316,2014-04-01,9.9,6.6,557,17.2,1435,2.5,11.8,112,3.9,70.2
316,2014-04-02,11.1,7.8,141,17.5,1519,0,8.3,1605,3.3,306
316,2014-04-03,6.9,-3.2,2207,14.1,1141,0,15.4,1958,5.1,339.3
316,2014-04-04,.2,-4.2,615,5.7,1456,0,14.5,1154,5.8,308.1
316,2014-04-05,0,-3.8,1908,5.8,1218,0,17.9,1837,7.1,343.2
316,2014-04-06,.8,-4.1,558,8.4,1548,0,14.6,1227,6,340.2
316,2014-04-07,6.2,.9,9,12.7,1415,0,12.7,923,5.7,338.3
316,2014-04-08,8.6,3.8,440,15.7,1600,0,8.8,1734,2.4,287.7
316,2014-04-09,9.4,4.5,433,15.7,1500,0,8.6,1615,2.5,302.5
316,2014-04-10,12.3,5,2353,19.2,1458,0,12.4,623,4.7,51.3
316,2014-04-11,8.6,4.6,144,13.3,1346,0,8.2,156,3.4,152
316,2014-04-12,9.8,7,139,14.8,1451,0,8.6,0,3.8,107.5
316,2014-04-13,7,3.9,548,9.5,1154,9,17.4,724,6.5,96.6
316,2014-04-14,10.4,6.4,201,17,1543,0,14.6,42,4.3,96.7
316,2014-04-15,11.4,7.7,119,17.3,1411,0,12.9,644,3.9,343.6
316,2014-04-16,11.7,8.3,202,19.1,1351,0,9.8,58,3.1,30.4
316,2014-04-17,8.3,3.9,1414,12.3,921,12,16.7,1834,6,118.9
316,2014-04-18,8.2,7,548,9.9,1456,4,8.3,1922,2.7,113.3
316,2014-04-19,6.8,5.7,813,9.2,1342,0,14.1,1207,5,97.6
316,2014-04-20,8.4,4.7,157,15.7,1438,0,10.5,905,4.4,100.7
316,2014-04-21,10.1,5,449,16.8,1417,0,15.2,2345,6,50.9
316,2014-04-22,10,7,555,16.2,1528,0,14.7,220,5.1,50.4
316,2014-04-23,12.4,8.4,1,18.6,1426,0,10.6,304,4.3,60.9
316,2014-04-24,13.2,9.4,140,18.9,1337,0,10.5,1436,3.8,235.4
316,2014-04-25,13.6,10.2,2352,19.5,1600,0,11.3,1709,2.3,307.1
316,2014-04-26,11.2,8.4,509,15.6,1507,0,12,2258,5.5,159.1
316,2014-04-27,8.3,6.8,2212,9.8,5,11,22,2043,10.8,149.9
316,2014-04-28,7.5,6.1,204,8.6,1341,15,25.1,210,14.1,133.6
316,2014-04-29,8.1,7.2,119,9.5,1440,16.5,10.1,39,3.8,119.1
316,2014-04-30,7.5,5.5,2001,12.4,1219,0,8.5,6,2.3,46.3
316,2014-05-01,9.8,5,437,16.2,1549,0,8.8,1442,2.5,290.6
316,2014-05-02,11.3,3.5,2350,19,1245,0,16.2,1425,6.7,277.6
316,2014-05-03,7,.6,532,13.2,1545,0,17.5,102,5,322.7
316,2014-05-04,7.5,1.2,2357,14.2,1433,6,16.3,1739,6.1,283.6
316,2014-05-05,3.7,-.4,537,10.5,1510,0,14.8,1515,5.2,333.7
316,2014-05-06,6.4,.7,505,13.9,1532,0,13.6,124,4.8,305.4
316,2014-05-07,8.8,4.6,156,15.3,1307,0,12.1,2131,5.3,208.3
316,2014-05-08,9.3,4.9,1955,13.2,1553,1,17.3,645,8.5,272.2
316,2014-05-09,11,5.5,446,18,1518,0,16.1,548,6.1,50.4
316,2014-05-10,11.4,6.6,134,17.9,1358,0,20.1,2338,8.2,109.4
316,2014-05-11,10.8,8.5,26,14.6,1218,27.5,24.8,1728,14.5,130.9
316,2014-05-12,10.9,6.3,724,14.9,1431,16,17.6,16,8.3,181.2
316,2014-05-13,15.2,9.2,6,20.6,1429,0,17,101,6.3,321.9
316,2014-05-14,10.1,7.3,1444,13.9,453,3,17.2,1154,6.7,104.9
316,2014-05-15,11.5,6.9,710,17.5,1458,0,17.6,1308,7.1,326.4
316,2014-05-16,13.9,7.9,128,19.4,1420,0,17.1,20,7,334.4
316,2014-05-17,14.8,10.6,512,20.6,1458,0,9.6,7,4.4,336.9
316,2014-05-18,15.3,10.5,505,21.8,1439,0,8.6,228,3.4,322.3
316,2014-05-19,15.6,11.6,2328,22.1,1450,0,8.5,633,2.9,44.3
316,2014-05-20,12.1,9.1,356,13.7,1843,13.5,11.7,1350,4.8,91.6
316,2014-05-21,13.9,10.1,959,17.7,1409,0,14.5,900,5.8,335.9
316,2014-05-22,16.1,10.9,142,21.3,1514,0,10.4,7,3.6,32.9
316,2014-05-23,15.4,13.4,537,18.8,1452,0,5.7,2114,1.9,312.2
316,2014-05-24,16.5,13.7,2315,20.4,1347,0,11.8,2349,3.3,238.8
316,2014-05-25,13.5,12,1611,15.7,2313,7,17.5,1109,9,136
316,2014-05-26,14.4,10.7,712,18.7,1613,1.5,18.4,1151,7.7,325
316,2014-05-27,17.2,12.1,134,21.9,1522,0,17.7,840,8.3,272.1
316,2014-05-28,16.9,13.5,727,20.7,1355,0,19.9,639,6.9,246.9
316,2014-05-29,20.8,17,435,25.7,1508,0,8.2,1625,3.1,298.1
316,2014-05-30,20.3,16,551,26,1514,0,8.4,437,3.2,288.4
316,2014-05-31,20.2,16.8,302,25.9,1519,0,6,1641,2,286.8
316,2014-06-01,18.3,16.4,2112,21.9,1249,0,14.5,2355,3.5,125.6
316,2014-06-02,12.6,10.3,1924,17,7,5.5,29.1,1915,14.7,131.8
316,2014-06-03,13.2,11.8,6,14.1,2334,12,24.7,50,12.9,144
316,2014-06-04,14.8,13.5,738,18.5,1432,4,17.9,251,8.9,112.9
316,2014-06-05,14.7,12.7,259,19,1404,0,7.6,2,2.1,103.3
316,2014-06-06,14.9,12.5,519,19.4,1226,0,6.3,824,1.7,36.7
316,2014-06-07,16.1,13.1,21,19.9,1406,0,8.2,1542,1.7,319.7
316,2014-06-08,15.1,12.2,510,20.9,1457,0,5.6,2002,2,315.9
316,2014-06-09,15.2,13.4,107,18.8,1544,0,8,2247,2.7,127.6
316,2014-06-10,15.4,13.5,434,19.9,1609,0,8.1,405,3.8,112.4
316,2014-06-11,15.9,12.8,449,21.6,1510,1,11.3,1714,2.6,260.2
316,2014-06-12,13.2,10.6,520,19.1,1319,14,10.9,535,2.7,27.9
316,2014-06-13,14,10.5,200,17.7,1452,0,11.2,1428,5.1,313.5
316,2014-06-14,15.2,12.1,133,20.4,1424,0,9.4,1630,4.5,280.9
316,2014-06-15,16.7,12.4,433,21.6,1549,0,8.4,2213,3.9,56.3
316,2014-06-16,17.2,14.9,113,22.6,1337,0,8.5,1636,3.4,276.2
316,2014-06-17,14,12.2,1939,15.8,1342,1.5,13.8,1235,5,109.1
316,2014-06-18,15.7,12.5,458,21,1522,0,13.1,216,4.1,71
316,2014-06-19,17.9,14.7,535,22.8,1350,0,8,1432,2.5,301.2
316,2014-06-20,16.7,14.7,53,19.9,1115,0,15.8,1926,5.8,103
316,2014-06-21,15.2,14.3,1958,16.6,853,1.5,14.8,857,7.4,102.6
316,2014-06-22,15.6,14.2,433,17.6,1237,40.5,8.7,1835,2.9,280.4
316,2014-06-23,15.5,14.1,2325,18.5,1417,18.5,9.8,1808,3.5,296.9
316,2014-06-24,15.6,13.6,2302,21.1,1438,9,10.3,821,5.2,280.5
316,2014-06-25,16.4,12.8,528,20.1,1338,0,6,2053,1.7,273.6
316,2014-06-26,17.1,14.4,535,22,1342,0,6,1814,1.5,242
316,2014-06-27,18.6,14.9,251,24.9,1507,0,11.9,729,3.3,64.1
316,2014-06-28,16.8,13.8,2339,22.2,1637,0,11.6,1746,5.4,332.3
316,2014-06-29,16.5,13.9,507,21.8,1520,0,12.8,410,5.3,309.9
316,2014-06-30,17.8,14.2,446,23.1,1440,0,7.8,1843,2.8,292.3
316,2014-07-01,18.2,14.7,5,24.8,1440,0,9.5,1643,3.5,269.5
316,2014-07-02,15.8,12,1832,18.8,1008,11.5,20.8,2015,7.2,111.6
316,2014-07-03,16.3,14.4,1,17.1,1627,21.5,17.8,2,5.1,118.5
316,2014-07-04,16.8,15.6,2239,18.4,1712,6.5,5.7,1403,2,108.5
316,2014-07-05,17.2,15.4,424,19.4,1352,.5,13.5,2150,4.1,111.7
316,2014-07-06,14.5,12.6,653,16.2,2242,15,20.9,625,11.4,110.9
316,2014-07-07,16.8,15.6,19,17.4,1606,3,11.9,2106,5.7,104.2
316,2014-07-08,19.4,16.3,558,21.8,1435,.5,12.4,917,5.9,227.7
316,2014-07-09,19.7,18.8,2238,20.8,1206,5,22.9,945,10.7,119.5
316,2014-07-10,19.7,16.9,2000,23.6,1330,0,15.2,21,6.3,88.5
316,2014-07-11,20.1,16.8,727,24.4,1433,0,12.6,457,4.6,345.2
316,2014-07-12,18.9,16.6,2228,21.4,1429,45.5,6.6,2226,2.7,214.4
316,2014-07-13,17.4,14.9,227,21.4,1423,30.5,14.9,143,4,60.3
316,2014-07-14,19.2,15.4,106,24.4,1437,0,7.2,458,2.6,330.8
316,2014-07-15,17.8,15.7,2011,19.7,1227,1,10.3,1128,3.9,108
316,2014-07-16,18.6,15.9,2219,20.9,935,5,12.2,2055,2.8,238.8
316,2014-07-17,18.3,15.7,1523,19,1316,47,12.8,1523,6,28.3
316,2014-07-18,,,,,,21.5,,,,
316,2014-07-20,,,,,,0,,,,
316,2014-07-21,20.5,18.4,2353,25.1,1318,0,7.1,1715,2.6,281.9
316,2014-07-22,19.4,17,114,23.1,1444,0,10.1,726,5.3,280.5
316,2014-07-23,20.9,17.8,346,24.4,1505,0,12.4,428,6.9,273.2
316,2014-07-24,21.8,20.6,50,25.3,1318,15.5,11.5,456,6.1,272.1
316,2014-07-25,21.1,20.4,652,23.1,1306,3.5,18.7,1919,8.2,182.7
316,2014-07-26,17.8,15,2252,21,51,.5,22.1,150,8.8,259.3
316,2014-07-27,17.6,14.3,433,22.9,1417,0,9.3,532,2.6,30.3
316,2014-07-28,16.5,13.4,2026,20.1,921,19.5,14.4,2034,6.3,112.9
316,2014-07-29,19.1,15.4,1,22.1,1424,0,9.7,401,4.4,144
316,2014-07-30,21.3,18.8,723,25.4,1451,0,13,2108,4.7,127.9
316,2014-07-31,22.5,19.7,144,27.4,1423,0,13.4,2203,6.3,111.3
316,2014-08-01,20.4,19.3,2003,21.6,1137,2.5,22.1,2113,11.6,111.5
316,2014-08-02,19.5,17,1332,20.4,2148,62.5,35,1327,17.8,115.4
316,2014-08-03,19.3,19,628,20.1,2,20.5,22.8,150,9.1,121.3
316,2014-08-04,19.5,19.1,30,19.9,1421,41,13.2,1154,6.7,270.7
316,2014-08-05,21.1,19,245,24.4,1539,1,9.4,649,3.9,264.1
316,2014-08-06,20.9,18.7,544,24.3,1602,0,7.2,248,3.5,302.6
316,2014-08-07,19.4,18,1651,21.6,927,15,9.6,1417,2.8,288.5
316,2014-08-08,19.1,17.6,2344,22.5,1428,.5,17.8,1956,8.5,99.6
316,2014-08-09,20.2,17.1,338,24.1,1336,0,15.6,1,4.7,96
316,2014-08-10,18.5,16.7,100,21.7,1335,0,9.6,1845,3.2,316.8
316,2014-08-11,17.8,14.7,653,23.3,1531,1,11.4,857,4.3,28.6
316,2014-08-12,19.2,15.4,322,24.2,1429,0,10.4,745,2.3,26.7
316,2014-08-13,19.1,17.3,2238,21,1417,0,9.1,2052,3.4,102.8
316,2014-08-14,17.6,15,643,20.3,1602,20,12.6,443,4.8,107.8
316,2014-08-15,18.9,16.2,2308,21.1,848,2,6.3,641,2.1,50
316,2014-08-16,18.9,15.6,620,23.8,1443,0,7.8,1731,2,259.5
316,2014-08-17,17.9,16.7,1846,20.2,829,42.5,19.4,2323,5.7,105.6
316,2014-08-18,18.8,16.8,39,19.9,928,49.5,19,1,7.9,104.6
316,2014-08-19,17.8,16.2,2306,19.7,1000,9.5,11.8,219,3,253.8
316,2014-08-20,18.7,16.9,1,20.2,1324,11.5,7.4,1544,2.5,215.7
316,2014-08-21,17.9,16.3,1439,19.9,451,8,15.4,439,7.8,192.4
316,2014-08-22,18.1,16.2,319,22.9,1446,0,10.2,548,3.7,327.1
316,2014-08-23,19,16.5,100,22.1,1301,0,5.3,1412,1.4,255.3
316,2014-08-24,18.2,17.4,1934,19.3,2328,23.5,9.8,2352,3.9,230
316,2014-08-25,19.6,18.5,2351,20.6,1530,101,13.8,1250,5.8,271.5
316,2014-08-26,18.5,17.5,2206,20.6,1255,1,9.4,1022,4.5,315.1
316,2014-08-27,17.3,15.9,2349,20.7,1335,0,8.2,122,2.5,39.1
316,2014-08-28,15,13.8,915,16.4,140,1.5,11.7,1039,4.9,95.5
316,2014-08-29,14.3,12.2,731,16.4,1616,8,20,817,7.2,104.8
316,2014-08-30,16,13.1,618,19.2,1445,0,6.5,637,2.4,96.3
316,2014-08-31,14.4,13.1,321,16.5,845,0,6.9,2156,2,93
316,2014-09-01,16.3,13,39,19.9,1443,0,8,2351,2.9,109.8
316,2014-09-02,14.9,13,750,16.5,2354,6,20.4,1934,11.2,119.7
316,2014-09-03,17.1,14.4,2108,19.3,933,15,18.4,910,9.2,241.1
316,2014-09-04,16.8,14.5,654,21.2,1505,0,10.6,229,4,296.1
316,2014-09-05,17.9,14.3,506,22.3,1537,0,8.1,746,1.8,28.5
316,2014-09-06,18.1,15.4,2350,21.4,1655,0,8.7,1006,2.3,107.9
316,2014-09-07,18.6,15.3,2,22.1,1534,0,8,758,2,69
316,2014-09-08,18.8,16.9,1853,23.4,1344,0,9.6,119,3.2,15.9
316,2014-09-09,17.6,14.9,2150,21.9,1236,0,10.2,421,3.9,47.9
316,2014-09-10,15.7,12.8,652,20.8,1427,0,12.7,816,4.5,46
316,2014-09-11,16.6,13.4,123,21.9,1552,0,7.4,136,2.5,90.4
316,2014-09-12,15.2,13.7,2121,17.7,1249,.5,6.7,2206,2.4,97.2
316,2014-09-13,15.5,12.5,616,19.9,1430,0,12.7,741,5.2,110.5
316,2014-09-14,15.1,12.6,211,19.5,1449,0,11.2,454,4.2,92
316,2014-09-15,15.9,13.4,544,21.1,1433,0,11.1,0,2.1,34.8
316,2014-09-16,16.6,13.2,514,20.6,1339,0,15.1,615,4,65.9
316,2014-09-17,15.6,13.8,1943,20.2,1406,0,10.1,1800,3.3,46.1
316,2014-09-18,14.3,12.7,2335,17.7,1103,0,9.6,39,3.9,69.5
316,2014-09-19,12.9,11.5,2332,16.3,1233,0,10.5,947,5.7,114.5
316,2014-09-20,13.8,11.2,126,19.5,1351,0,12.6,308,5.7,93.2
316,2014-09-21,15,11.3,511,20.1,1313,0,10.3,251,4.7,114.2
316,2014-09-22,15.9,12.4,136,21.3,1433,0,16,2356,5,107.6
316,2014-09-23,14.7,13,434,17.2,1135,11,18.9,2336,10.5,147.5
316,2014-09-24,16.3,12.3,2349,19.9,1437,92.5,20,25,7.1,134.1
316,2014-09-25,14.1,11.4,57,19.6,1412,0,15.2,17,4.5,43
316,2014-09-26,14.2,11.6,308,18.6,1341,4,6.4,1015,3,123
316,2014-09-27,14.2,12.1,324,18.6,1508,0,6.6,1747,2.2,49.2
316,2014-09-28,16,12.5,1,21.1,1424,0,7.9,416,2.6,48.2
316,2014-09-29,13.6,12.7,2052,15,1327,5.5,11.8,619,5.4,112.2
316,2014-09-30,13.4,12,404,16.1,1444,0,13.1,358,4.7,49.6
316,2014-10-01,12,9.8,2331,14.2,1159,0,6.2,2132,2.5,104.3
316,2014-10-02,13,9.5,103,17.7,1428,0,10.4,2218,4,338.6
316,2014-10-03,9.5,6.4,1916,13.4,1232,0,13.4,209,5.6,309.8
316,2014-10-04,10.9,6.9,23,15.7,1203,0,11.6,2341,5.1,96.8
316,2014-10-05,11.8,7.1,114,16.1,1326,0,12.2,1935,5,75.4
316,2014-10-06,9.4,6.5,711,14.5,1352,0,13.5,158,5.8,58.8
316,2014-10-07,10.5,6.6,454,15.9,1455,0,8.1,6,2.5,55.2
316,2014-10-08,10.9,8.3,428,14.6,1223,0,6,2315,1.6,145.3
316,2014-10-09,12.3,8.5,23,17.3,1353,0,9.8,641,3.3,89.3
316,2014-10-10,14.6,11.5,2146,19,1129,0,16,2220,5.2,100.6
316,2014-10-11,14.7,11.7,106,18.7,1423,0,15.9,34,8.5,107.6
316,2014-10-12,14.3,11.5,2146,17.6,1513,1,18.7,925,10.9,109.4
316,2014-10-13,11.3,9.5,2016,13.4,1117,3,21.1,807,8.6,53.3
316,2014-10-14,8.4,5.6,2243,13.9,1421,0,7.3,1616,2.2,307.4
316,2014-10-15,7.9,4.3,2259,14.1,1412,0,8.2,1404,2.6,295.7
316,2014-10-16,7.1,4.2,2300,12.6,1358,0,17.1,1220,6.9,323
316,2014-10-17,10,4.8,255,15.9,1357,0,16.3,341,5.9,50.3
316,2014-10-18,12.3,8.5,426,17.6,1516,0,6.4,923,2.1,47.5
316,2014-10-19,12.5,9.5,558,16.4,1344,0,12.4,1014,5.8,132.1
316,2014-10-20,14.3,13.2,1,15.1,1830,22,16.7,938,8.9,253.6
316,2014-10-21,14.2,10.4,2342,16.1,1303,29,16.1,2150,5.7,115
316,2014-10-22,8.6,6.6,2104,10.9,1136,24.5,14.8,208,6,100.7
316,2014-10-23,8,5.9,257,13.4,1454,0,5,1554,1.2,317.3
316,2014-10-24,11.8,7.5,125,15.2,1413,0,5.9,1341,1.2,293.4
316,2014-10-25,13,10.7,2347,17,1031,0,4.6,1345,1.2,321.6
316,2014-10-26,11.7,8.6,720,16.5,1452,0,12.7,2251,3.6,347.6
316,2014-10-27,,,,,,0,17.5,929,6,74.8
316,2014-10-28,,,,,,0,8.5,1002,2,54.8
316,2014-10-29,,,,,,0,5.5,2001,2,102.6
316,2014-10-30,,,,,,0,10.5,1031,5.1,111.8
316,2014-10-31,10,6.4,901,13.2,2245,19.5,20.4,707,9.5,113.8
316,2014-11-01,10.3,8.4,0,12.9,22,1.5,13.3,1847,4.5,49.6
316,2014-11-02,5.8,2.7,2330,8.7,701,7,20,1411,8.8,327.1
316,2014-11-03,3.2,-.3,653,7.7,1451,0,16.8,22,5.8,347
316,2014-11-04,6.7,2.8,7,12.2,1442,0,12,110,3.5,27.4
316,2014-11-05,8,5.2,711,12.5,1335,0,5.4,1601,1.5,309.5
316,2014-11-06,7.9,5.6,527,13,1439,0,14.6,820,5.5,49.8
316,2014-11-07,7.1,3.8,2017,11.7,1433,0,13.7,41,4.6,45.5
316,2014-11-08,7.7,5.4,2314,9.9,1044,0,10.3,1057,3.3,242.9
316,2014-11-09,5.3,3.7,516,8.2,1403,0,13.2,809,6,28.7
316,2014-11-10,7.2,2.8,123,12.2,1417,0,13,445,4.3,41.2
316,2014-11-11,6.7,3.5,1925,11.1,1401,0,9.7,2358,2.2,305
316,2014-11-12,2.6,-2.1,2357,6.7,1331,1,20.3,1343,10.4,311.6
316,2014-11-13,-3,-5.1,627,-.6,1255,0,16.8,128,4.6,346.7
316,2014-11-14,1.5,-2.2,1,5.6,1508,0,12.1,950,5.9,329
316,2014-11-15,2.1,-.2,643,6.2,2220,0,11.9,1914,3.7,46.9
316,2014-11-16,4.7,.5,120,9.7,1358,0,9.4,2331,3.6,299.9
316,2014-11-17,2.4,-.4,2244,6.8,1409,1,13,1255,3.7,316
316,2014-11-18,.9,-1.1,433,5.6,1403,0,13.6,459,5.9,23.1
316,2014-11-19,2.8,-.4,204,8.6,1417,0,13.5,809,4.2,47.6
316,2014-11-20,5.1,1.8,24,10.2,1417,0,5.4,2230,2,229
316,2014-11-21,6.8,4.1,636,11.6,1307,0,9.8,923,4,299.9
316,2014-11-22,8.5,5.8,536,12.7,1239,0,10.4,1845,3.1,72.4
316,2014-11-23,8.4,5.9,511,10.5,1207,0,10.3,2257,3.4,125.3
316,2014-11-24,8.5,7.1,2348,9.6,1120,76,18.8,2133,7.2,80.8
316,2014-11-25,5.7,4.1,539,8.6,1126,0,15.9,2,4.2,75.2
316,2014-11-26,5.5,3.6,428,9.9,1410,0,6.1,1424,2.4,280.1
316,2014-11-27,6.8,3.9,603,11.7,1416,0,11.5,2234,3.6,132
316,2014-11-28,7.6,5,2252,11,1301,6,18.5,940,9.7,139.8
316,2014-11-29,5.6,2.9,901,9.8,1458,0,18.7,2358,6.6,127.1
